total_active_power,total_reactive_power,washing-machine_active_power,washing-machine_reactive_power,rice-cooker_active_power,rice-cooker_reactive_power,water-purifier_active_power,water-purifier_reactive_power,microwave_active_power,microwave_reactive_power,kimchi-fridge_active_power,kimchi-fridge_reactive_power
226.27870222593236,-41.48079116456398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426.8398885516594,-85.46317145975398,0.11797979754523266,6.110303028217117,0.0,0.0,340.02999999646806,-1.647142857395137,0.4756140350748283,-1.545065789459182,0.4533928587267741,-3.4835714280840695
417.0731458926878,-142.70071156842153,0.05513471778307618,5.9760132011296365,0.2532356772013504,0.018026752034991423,338.5503400813454,-1.636741336370562,0.49692561892609893,-1.5307546489911956,0.5550586148901061,-3.496885657207986
147.94807686591614,-145.35398560813002,0.03410675223164996,6.011006778503576,0.21843031461821716,0.02908886438225162,68.88270753084599,-0.31001565225218125,0.5129409373754783,-1.5622617895680204,0.5228871267380206,-3.5551508853520413
68.59335357792779,-145.73406619343746,0.04517389126590828,6.006146158946788,0.2642465570215711,0.036712215684044015,2.012237176435639,0.09987947386527475,0.5175396939887577,-1.613452072837854,0.5344554401603933,-3.5896927387481186
74.33921071496378,-147.28576806897107,0.043098114714391,5.992214695963215,0.2404245286227375,-0.008891363210603832,2.004698660622032,0.08768009330818398,0.470106026641485,-1.5791592751366468,0.530614824131314,-3.5539614914774558
73.08864493293376,-144.46175143074592,0.02518356434978353,5.9854650150304645,0.2846930801434557,-0.0265909093907379,1.9838566109592572,0.09906077533543706,0.4863095481575473,-1.5741972234083144,0.5597386646795499,-3.5273753947009348
120.01936963758702,-144.48287259148205,0.015883607216910962,5.983598868773342,0.22608379893502656,0.007065176991861472,1.9938856195026802,0.07694111892359927,0.5160421250375381,-1.583494255744783,0.5370479402152456,-3.51093949607756
191.6708560899187,-108.24352261907444,0.03398477203137304,5.947888999024234,0.2079294058143186,0.01581118079373531,1.9706904956577134,0.06216751042539033,0.4657249519998569,-1.5375587213038684,0.5365067499986192,-3.5145666932247974
230.80644121938715,-75.84391865729545,0.06644256780260267,5.990047249590013,0.20615145858628817,0.0031857122345023575,1.9995111433419093,0.0536864400146991,0.4834452785292515,-1.5674999999844683,0.5475701999457037,-3.4942290726518968
271.64979353272673,-11.226735691702412,0.038485175643509985,5.954588954102808,0.283746167691964,-0.0003736586681619836,52.94527121924329,67.80385396712539,0.44248704917858184,-1.589790587431922,0.5382261228950435,-3.511406419443536
313.7743360096573,45.435678647953225,0.053671273229784426,5.943079780413965,0.27458027168875526,0.024908526500148163,71.18529685964896,127.50305613362896,0.5029929316589535,-1.5481004801319658,0.5284931436941672,-3.5077057726381895
396.5823733518798,22.775742562071702,0.054882371807695965,5.913187118110345,0.22173236530893753,0.00015893494770729072,66.68677317304109,127.24667978322249,0.4762439478241613,-1.540168444055833,0.5802668426752405,-3.5284566081576014
392.7762705300452,22.75777237016644,0.05550745993099338,5.9735848207701805,0.2061070385412302,0.010932669797812895,65.23003278866445,128.02879002432357,0.4865066965327998,-1.5335392991470524,0.48971603791932233,-3.517349411197392
301.08623316493043,-37.11784660248199,0.04901174037340845,5.989212469369976,0.23546405071713344,0.01694343275385467,63.413575913180544,127.97266045404301,0.4682741945632051,-1.5420002820537368,0.565676846696275,-3.5054210014483216
303.3319952072216,-42.928424253947924,0.047808588591898495,5.977822018755764,0.24026815644329283,0.03177859465584055,64.51840248704556,128.0002659780075,0.49398578421264855,-1.5421883346752174,0.5096663222734368,-3.5395702101494244
