timestamp,total_energy
2024-07-31 21:00:00+00:00,83.53
2024-07-31 22:00:00+00:00,74.0
2024-07-31 23:00:00+00:00,77.88
2024-08-01 00:00:00+00:00,88.88
2024-08-01 01:00:00+00:00,95.65
2024-08-01 02:00:00+00:00,103.5
2024-08-01 03:00:00+00:00,66.05
2024-08-01 04:00:00+00:00,82.77
2024-08-01 05:00:00+00:00,199.88
2024-08-01 06:00:00+00:00,117.08
2024-08-01 07:00:00+00:00,539.62
2024-08-01 08:00:00+00:00,309.87
2024-08-01 09:00:00+00:00,100.55
2024-08-01 10:00:00+00:00,212.2
2024-08-01 11:00:00+00:00,176.35
2024-08-01 12:00:00+00:00,111.83
2024-08-01 13:00:00+00:00,108.9
2024-08-01 14:00:00+00:00,121.62
2024-08-01 15:00:00+00:00,138.15
2024-08-01 16:00:00+00:00,130.37
2024-08-01 17:00:00+00:00,610.87
2024-08-01 18:00:00+00:00,389.57
2024-08-01 19:00:00+00:00,79.45
2024-08-01 20:00:00+00:00,186.67
2024-08-01 21:00:00+00:00,319.78
2024-08-01 22:00:00+00:00,82.68
2024-08-01 23:00:00+00:00,81.55
2024-08-02 00:00:00+00:00,74.32
2024-08-02 01:00:00+00:00,72.18
2024-08-02 02:00:00+00:00,84.48
2024-08-02 03:00:00+00:00,71.57
2024-08-02 04:00:00+00:00,86.75
2024-08-02 05:00:00+00:00,74.8
2024-08-02 06:00:00+00:00,104.4
2024-08-02 07:00:00+00:00,70.25
2024-08-02 08:00:00+00:00,82.22
2024-08-02 09:00:00+00:00,74.08
2024-08-02 10:00:00+00:00,71.02
2024-08-02 11:00:00+00:00,77.47
2024-08-02 12:00:00+00:00,271.37
2024-08-02 13:00:00+00:00,83.03
2024-08-02 14:00:00+00:00,83.75
2024-08-02 15:00:00+00:00,77.0
2024-08-02 16:00:00+00:00,70.57
2024-08-02 17:00:00+00:00,114.72
2024-08-02 18:00:00+00:00,232.42
2024-08-02 19:00:00+00:00,238.38
2024-08-02 20:00:00+00:00,221.23
2024-08-02 21:00:00+00:00,319.9
2024-08-02 22:00:00+00:00,95.48
2024-08-02 23:00:00+00:00,77.68
2024-08-03 00:00:00+00:00,75.13
2024-08-03 01:00:00+00:00,72.88
2024-08-03 02:00:00+00:00,80.95
2024-08-03 03:00:00+00:00,187.73
2024-08-03 04:00:00+00:00,119.13
2024-08-03 05:00:00+00:00,64.63
2024-08-03 06:00:00+00:00,79.97
2024-08-03 07:00:00+00:00,67.95
2024-08-03 08:00:00+00:00,93.35
2024-08-03 09:00:00+00:00,147.63
2024-08-03 10:00:00+00:00,252.5
2024-08-03 11:00:00+00:00,88.69
2024-08-03 12:00:00+00:00,104.69
2024-08-03 13:00:00+00:00,76.82
2024-08-03 14:00:00+00:00,429.32
2024-08-03 15:00:00+00:00,225.5
2024-08-03 16:00:00+00:00,108.08
2024-08-03 17:00:00+00:00,249.0
2024-08-03 18:00:00+00:00,264.38
2024-08-03 19:00:00+00:00,325.42
2024-08-03 20:00:00+00:00,325.95
2024-08-03 21:00:00+00:00,111.65
2024-08-03 22:00:00+00:00,70.65
