timestamp,total_energy
2024-07-31 21:00:00+00:00,172.18
2024-07-31 22:00:00+00:00,137.62
2024-07-31 23:00:00+00:00,131.95
2024-08-01 00:00:00+00:00,131.87
2024-08-01 01:00:00+00:00,122.38
2024-08-01 02:00:00+00:00,163.71
2024-08-01 03:00:00+00:00,119.6
2024-08-01 04:00:00+00:00,142.33
2024-08-01 05:00:00+00:00,119.32
2024-08-01 06:00:00+00:00,145.53
2024-08-01 07:00:00+00:00,125.08
2024-08-01 08:00:00+00:00,143.7
2024-08-01 09:00:00+00:00,129.6
2024-08-01 10:00:00+00:00,297.28
2024-08-01 11:00:00+00:00,169.2
2024-08-01 12:00:00+00:00,713.17
2024-08-01 13:00:00+00:00,153.42
2024-08-01 14:00:00+00:00,255.08
2024-08-01 15:00:00+00:00,380.88
2024-08-01 16:00:00+00:00,200.32
2024-08-01 17:00:00+00:00,243.17
2024-08-01 18:00:00+00:00,206.1
2024-08-01 19:00:00+00:00,191.93
2024-08-01 20:00:00+00:00,163.67
2024-08-01 21:00:00+00:00,170.72
2024-08-01 22:00:00+00:00,174.58
2024-08-01 23:00:00+00:00,178.62
2024-08-02 00:00:00+00:00,179.05
2024-08-02 01:00:00+00:00,172.7
2024-08-02 02:00:00+00:00,179.35
2024-08-02 03:00:00+00:00,170.07
2024-08-02 04:00:00+00:00,196.92
2024-08-02 05:00:00+00:00,124.28
2024-08-02 06:00:00+00:00,656.3
2024-08-02 07:00:00+00:00,126.93
2024-08-02 08:00:00+00:00,159.3
2024-08-02 09:00:00+00:00,143.42
2024-08-02 10:00:00+00:00,321.62
2024-08-02 11:00:00+00:00,168.08
2024-08-02 12:00:00+00:00,155.38
2024-08-02 13:00:00+00:00,173.68
2024-08-02 14:00:00+00:00,158.97
2024-08-02 15:00:00+00:00,168.65
2024-08-02 16:00:00+00:00,229.75
2024-08-02 17:00:00+00:00,164.8
2024-08-02 18:00:00+00:00,155.1
2024-08-02 19:00:00+00:00,167.32
2024-08-02 20:00:00+00:00,151.85
2024-08-02 21:00:00+00:00,122.23
2024-08-02 22:00:00+00:00,139.13
2024-08-02 23:00:00+00:00,119.27
2024-08-03 00:00:00+00:00,129.35
2024-08-03 01:00:00+00:00,128.5
2024-08-03 02:00:00+00:00,120.0
2024-08-03 03:00:00+00:00,134.18
2024-08-03 04:00:00+00:00,153.52
2024-08-03 05:00:00+00:00,143.9
2024-08-03 06:00:00+00:00,121.9
2024-08-03 07:00:00+00:00,123.88
2024-08-03 08:00:00+00:00,137.52
2024-08-03 09:00:00+00:00,125.67
2024-08-03 10:00:00+00:00,767.8
2024-08-03 11:00:00+00:00,152.51
2024-08-03 12:00:00+00:00,167.83
2024-08-03 13:00:00+00:00,158.02
2024-08-03 14:00:00+00:00,155.97
2024-08-03 15:00:00+00:00,175.12
2024-08-03 16:00:00+00:00,164.08
2024-08-03 17:00:00+00:00,177.58
2024-08-03 18:00:00+00:00,705.2
2024-08-03 19:00:00+00:00,196.8
2024-08-03 20:00:00+00:00,175.63
2024-08-03 21:00:00+00:00,151.57
2024-08-03 22:00:00+00:00,133.65
2024-08-03 23:00:00+00:00,131.03
2024-08-04 00:00:00+00:00,119.37
2024-08-04 01:00:00+00:00,132.78
2024-08-04 02:00:00+00:00,124.15
2024-08-04 03:00:00+00:00,172.27
2024-08-04 04:00:00+00:00,200.05
2024-08-04 05:00:00+00:00,118.23
2024-08-04 06:00:00+00:00,136.3
2024-08-04 07:00:00+00:00,119.0
2024-08-04 08:00:00+00:00,133.57
2024-08-04 09:00:00+00:00,120.7
2024-08-04 10:00:00+00:00,126.1
2024-08-04 11:00:00+00:00,129.07
2024-08-04 12:00:00+00:00,118.98
2024-08-04 13:00:00+00:00,138.37
2024-08-04 14:00:00+00:00,119.63
